organization_name,organization_url,category,num_projects,irc_channel,contact_email,technologies,topics,project_title,project_short_description,project_description,student_name,project_code_url,project_url
gVisor,http://gvisor.dev,Operating systems,1,https://gitter.im/gvisor/community,,"linux, c/c++, golang, posix","virtualization, sandbox, kernel, containers",System V Message Queues,"Linux provides two message queue implementations, System V message queues, and POSIX message queues, none of which are currently implemented in...","<p>Linux provides two message queue implementations, System V message queues, and POSIX message queues, none of which are currently implemented in gVisor. This project aims to extend gVisor by implementing a minimal version of System V message queues</p>
",Zyad Ali,https://docs.google.com/document/d/17HpuBN5RJd-eEazx_TPCIpI_tGSOoEWQVK0gzjS-EjE/edit?usp=sharing,https://summerofcode.withgoogle.com/archive/2021/projects/4780209114447872/
Haiku,http://www.haiku-os.org,Operating systems,3,https://www.haiku-os.org/community/irc,mailto:contact@haiku-inc.org,"c++, posix, bsd unix, virtualization","web, desktop, graphics, network, media",Coding style checker bot for Gerrit,The aim of this project is to create a bot for Gerrit that would use haiku-format tool for checking whether the patch submitted follows the community...,"<p>The aim of this project is to create a bot for Gerrit that would use haiku-format tool for checking whether the patch submitted follows the community guidelines of Haiku and post the report in the comments. The architecture will include the existing concourse CI and Gerrit review tool and their interaction using REST APIs.</p>
",Hrithik Kumar,https://www.haiku-os.org/blog/ritz/2021-08-22_gsoc_2021_final_report_coding_style_checker_bot_for_gerrit,https://summerofcode.withgoogle.com/archive/2021/projects/6597494904979456/
Haiku,http://www.haiku-os.org,Operating systems,3,https://www.haiku-os.org/community/irc,mailto:contact@haiku-inc.org,"c++, posix, bsd unix, virtualization","web, desktop, graphics, network, media",Caya Renovation,Renovate Caya and write a libpurple plugin for it.,"<p>Renovate Caya and write a libpurple plugin for it.</p>
",Jaidyn Levesque,https://www.haiku-os.org/blog/jadedctrl/2021-08-19_gsoc_2021_final_report_modernizing_chat-o-matic_caya/,https://summerofcode.withgoogle.com/archive/2021/projects/5675895150346240/
Haiku,http://www.haiku-os.org,Operating systems,3,https://www.haiku-os.org/community/irc,mailto:contact@haiku-inc.org,"c++, posix, bsd unix, virtualization","web, desktop, graphics, network, media",Coding style checker bot for Gerrit,Haiku has its own coding standards  which describe how the code should be formatted. There is a tool for reformatting and checking if code follows...,"<p>Haiku has its own coding standards  which describe how the code should be formatted. There is a tool for reformatting and checking if code follows these guidelines, but it has to be compiled on the developer machine and then run manually. The tool ‘ haiku-format ’ is work in progress which can be used to check the format according to guidelines which will be integrated with concourse to automate the process of checking coding style.</p>
<p>The goal of this project is to integrate tool with gerrit and develop the tool to give desired results, the web app Haiku uses for code reviews. It could then give quick feedback on the coding style as soon as a patch is submitted, making the review process smoother and easier.</p>
",Saloni,https://www.haiku-os.org/blog/saloni/2021-08-18_gsoc_2021_improvements_to_haiku-format_final_update/,https://summerofcode.withgoogle.com/archive/2021/projects/4967271348305920/
Halide,https://halide-lang.org,Programming languages,2,https://gitter.im/halide/Halide,mailto:halide-gsoc2021-mentors@mit.edu,"llvm, c++","compilers, computer vision, graphics, high-performance computing",Performance Tracking in CI,Create a web application that integrates with an existing buildbot infrastructure to fully automatically track the performance of many aspects of...,"<p>Create a web application that integrates with an existing buildbot infrastructure to fully automatically track the performance of many aspects of Halide over time, including but not limited to compile times, code size, memory footprint (RSS and stack usage), and execution speed for both the compiler proper and the optimized pipelines. When evaluating a pull request, a clear visualization can ensure you notice whether there is any metric changed at a glance.</p>
",Jack FENG,https://docs.google.com/document/d/1kAiHR9gQgI3bJUuDoFagOnJSbH1j0To__wLqPAyY-T0/edit?usp=sharing,https://summerofcode.withgoogle.com/archive/2021/projects/5726075971174400/
Halide,https://halide-lang.org,Programming languages,2,https://gitter.im/halide/Halide,mailto:halide-gsoc2021-mentors@mit.edu,"llvm, c++","compilers, computer vision, graphics, high-performance computing",Assessing the Performance Effects of Adding New Synthesized Rewrite Rules to Halide,Halide is a programming language that facilitates writing high-performance image processing pipelines. Its compiler internally uses a Term Rewriting...,"<p>Halide is a programming language that facilitates writing high-performance image processing pipelines. Its compiler internally uses a Term Rewriting System (TRS) in order to simplify complex expressions, which comprises over a thousand handwritten rewrite rules added by human compiler engineers. In order to strengthen the TRS by finding new rules that can rewrite input expressions that the TRS currently fails to simplify, a synthesizer was used to automatically generate 4127 verifiably sound rules. Experiments have shown that adding these rules lowers peak memory usage by up to 50%, while having relatively insignificant impact on runtime performance. However, adding every such rule increases compile-time and compiler code size. This project aims to address this problem by incrementally testing and assessing each rule and subsets of the rules, while adding them to the compiler only if they necessarily contribute to the peak memory reductions shown in the experiment or other improvements in performance.</p>
",Evan Lee,https://sites.google.com/view/gsoc-21-halide-rewrite-rules/home,https://summerofcode.withgoogle.com/archive/2021/projects/5281044479082496/
Haskell.org,http://haskell.org,Programming languages,10,https://summer.haskell.org/contact.html,mailto:committee@haskell.org,"haskell, ghc, compiler","#compilers, #programming-tools, #functional-programming, #programming-languages, #education",Enhanced figure support in pandoc,"Figures play a central role in the life cycle of all kinds of research and analysis. That is: The communication of results.
What we propose in this...","<p>Figures play a central role in the life cycle of all kinds of research and analysis. That is: The communication of results.</p>
<p>What we propose in this project is to extend <code>pandoc</code>’s figure handling capabilities to represent composite figures. This will provide a concise way to construct them compared with the alternative of writing LaTex code; and thus, facilitate source publishing.</p>
",Aner Lucero,https://argent0.github.io/posts/2021/pandoc-gsoc.html,https://summerofcode.withgoogle.com/archive/2021/projects/5684006363856896/
Haskell.org,http://haskell.org,Programming languages,10,https://summer.haskell.org/contact.html,mailto:committee@haskell.org,"haskell, ghc, compiler","#compilers, #programming-tools, #functional-programming, #programming-languages, #education",Gradually Typed Hasktorch,Hasktorch has two distinct APIs for tensors: Torch.Tensor and Torch.Tensor.Typed. While the untyped version can initially be easier to use and...,"<p>Hasktorch has two distinct APIs for tensors: Torch.Tensor and Torch.Tensor.Typed. While the untyped version can initially be easier to use and experiment with, the typed version offers static analysis of tensor’s shape, layout, precision, and compute device. The typed version not only helps with debugging and maintainability but also offers better support for type-driven development via GHC features like type holes. However, it is currently difficult to mix the two approaches, e.g., statically specifying tensor’s embedding size while keeping other dimensions unchecked is not possible. Gradual typing is the proposed solution that fuses the two APIs by adding Torch.GraduallyTyped type. The new API allows for more granular control by letting the user choose which properties of the tensor should be given a static type. The goal of the project is to bring maturity to the gradually typed tensor API, add missing features, and experiment with new ideas.</p>
",Julius Marozas,https://gist.github.com/jul1u5/7c5fadb51a9c5f8d7f2a722d6071c1da,https://summerofcode.withgoogle.com/archive/2021/projects/5692818261016576/
Haskell.org,http://haskell.org,Programming languages,10,https://summer.haskell.org/contact.html,mailto:committee@haskell.org,"haskell, ghc, compiler","#compilers, #programming-tools, #functional-programming, #programming-languages, #education",Fixing ihaskell-widgets,"While mainly used in data science, Jupyter Notebook’s interactivity makes it a great tool for teachingand learning new concepts and programming...","<p>While mainly used in data science, Jupyter Notebook’s interactivity makes it a great tool for teachingand learning new concepts and programming languages. The IHaskell kernel allows you to use Haskell inJupyter, but some key features like interactive widgets are missing. This can be a huge drawback for datascientists, teachers and learners. For this reason I would like to try to fix the ihaskell-widgets library.</p>
",David Davó,https://daviddavo.github.io/gsoc21/,https://summerofcode.withgoogle.com/archive/2021/projects/5060935458226176/
Haskell.org,http://haskell.org,Programming languages,10,https://summer.haskell.org/contact.html,mailto:committee@haskell.org,"haskell, ghc, compiler","#compilers, #programming-tools, #functional-programming, #programming-languages, #education",Haskell in CodeMirror 6,"CodeMirror 6 is an editor which supports many programming languages. However, it lacks first-class language support for Haskell. The Abstract Syntax...","<p>CodeMirror 6 is an editor which supports many programming languages. However, it lacks first-class language support for Haskell. The Abstract Syntax Tree is missing, because a compatibility shim is used, instead of a proper parser. Also, there are several problems with recovering from source code errors.</p>
<p>The idea of this project is to add first-class Haskell language support. The primary objective is to ensure full functionality, having any syntactic or semantic error detected and handled. Another aim is to make the code as modular as possible, such that it would be easily extended.</p>
",Olivian Cretu,https://github.com/odc19/haskell_code_mirror,https://summerofcode.withgoogle.com/archive/2021/projects/5320241122377728/
Haskell.org,http://haskell.org,Programming languages,10,https://summer.haskell.org/contact.html,mailto:committee@haskell.org,"haskell, ghc, compiler","#compilers, #programming-tools, #functional-programming, #programming-languages, #education",Visualization Libraries for ghc-debug,"""ghc-debug"" is a heap profiler tool for GHC that pauses the current program and lets you run your own custom analyses on the heap. My proposal is to...","<p>""ghc-debug"" is a heap profiler tool for GHC that pauses the current program and lets you run your own custom analyses on the heap. My proposal is to make it possible to easily convert the output from common forms of analyses (censuses, histograms, and graphs) into visualizations.</p>
",Ethan Tsz Hang Kiang,https://zyklotomic.github.io/blog/gsoc_2021_final_eval.html,https://summerofcode.withgoogle.com/archive/2021/projects/5349991454867456/
Haskell.org,http://haskell.org,Programming languages,10,https://summer.haskell.org/contact.html,mailto:committee@haskell.org,"haskell, ghc, compiler","#compilers, #programming-tools, #functional-programming, #programming-languages, #education",Support call hierarchy in Haskell Language Server,"This proposal aims to add call hierarchy support in Haskell Language Server(HLS).
Language Server Protocol(LSP) has supported call hierarchy in 3.16,...","<p>This proposal aims to add call hierarchy support in Haskell Language Server(HLS).</p>
<p>Language Server Protocol(LSP) has <a href=""https://microsoft.github.io/language-server-protocol/specifications/specification-current/#textDocument_prepareCallHierarchy"" target=""_blank"">supported</a> call hierarchy in 3.16, which make us implement it in HLS possible.</p>
<p>Inspired by <a href=""https://github.com/haskell/haskell-language-server/issues/738"" target=""_blank"">this issue</a>, my proposal involves the following steps this summer to contribute to call hierarchy:</p>
<ol>
<li><a href=""https://github.com/haskell/lsp"" target=""_blank"">LSP</a> spec support.</li>
<li><code>prepareCallhierarchy</code> implementation.</li>
<li><code>incomingCalls</code> implementation.</li>
<li><code>outgoingCalls</code> implementation.</li>
<li>Test</li>
</ol>
<p>I hope I can contribute to HLS to go further this summer.</p>
",Lei Zhu,https://github.com/haskell/haskell-language-server/pull/1955,https://summerofcode.withgoogle.com/archive/2021/projects/4749885739368448/
Haskell.org,http://haskell.org,Programming languages,10,https://summer.haskell.org/contact.html,mailto:committee@haskell.org,"haskell, ghc, compiler","#compilers, #programming-tools, #functional-programming, #programming-languages, #education",TOML Support in dhall-haskell,"This is a proposal to add serialization and deserialization support for
TOML in the functional configuration language Dhall. TOML is a relatively new...","<p>This is a proposal to add serialization and deserialization support for
TOML in the functional configuration language Dhall. TOML is a relatively new configuration language that is easily human readable, supports dates and times, and is unambiguous. The biggest users of TOML are Rust’s Cargo, and consequently many Rust programs read TOML.
Adding support for TOML in Dhall would mean users do not have to choose between
readability and the power to program their configurations.</p>
",Julio Grillo,https://gist.github.com/ear7h/78265c4755adc01fa6e6a19e3307ef4d,https://summerofcode.withgoogle.com/archive/2021/projects/4861813493071872/
Haskell.org,http://haskell.org,Programming languages,10,https://summer.haskell.org/contact.html,mailto:committee@haskell.org,"haskell, ghc, compiler","#compilers, #programming-tools, #functional-programming, #programming-languages, #education",TidalCycles API and editor plugin,"TidalCycles is an Embedded Domain Specific Language for pattern, in use by 10,000s of musicians worldwide. However it has had little work done on the...","<p>TidalCycles is an Embedded Domain Specific Language for pattern, in use by 10,000s of musicians worldwide. However it has had little work done on the user interface side; text editor plugins exist for vscode, atom, vim and emacs, but they are all simple wrappers around the ghci REPL. As a result Tidal is difficult to install, with many dependencies (ghc, cabal,libraries, build tools, and the supercollider digital signal processing system and its plugins) which developers may be comfortable with installing, but end-user ‘live coders’ are often turned away by. My idea is to develop the proof-of-concept for a Tidal API and editor plugin that allows new interactions with Tidal, and opens it up to a broader userbase.</p>
",Martin Gius,https://github.com/polymorphicengine/tidal-gui,https://summerofcode.withgoogle.com/archive/2021/projects/4943335227129856/
Haskell.org,http://haskell.org,Programming languages,10,https://summer.haskell.org/contact.html,mailto:committee@haskell.org,"haskell, ghc, compiler","#compilers, #programming-tools, #functional-programming, #programming-languages, #education",Dhall bindings to TOML configuration language,"Dhall is a programmable configuration language that uses functions, types and imports to make readable configuration files easily. Right now, Dhall...","<p>Dhall is a programmable configuration language that uses functions, types and imports to make readable configuration files easily. Right now, Dhall has tools for converting to and from other configuration formats like JSON and YAML.</p>
<p>However, Dhall does not currently support a TOML binding and it would be very helpful to have a tool that converts bidirectionally between Dhall configuration files and TOML files. The aim of this project is implement said tool to convert bidirectionally between Dhall and TOML configuration language</p>
",Marcos Lerones,https://dev.to/marcosjlr/google-summer-of-code-summary-dhall-bindings-to-csv-4g0f,https://summerofcode.withgoogle.com/archive/2021/projects/5861049479200768/
Haskell.org,http://haskell.org,Programming languages,10,https://summer.haskell.org/contact.html,mailto:committee@haskell.org,"haskell, ghc, compiler","#compilers, #programming-tools, #functional-programming, #programming-languages, #education",Haskell Language Server: Symbol Renaming,"The Haskell Language Server is a popular, comprehensive Haskell IDE; however, it is yet to implement a core feature: symbol renaming. With the recent...","<p>The Haskell Language Server is a popular, comprehensive Haskell IDE; however, it is yet to implement a core feature: symbol renaming. With the recent addition of HieDB (a database for references in Haskell code), there is sufficient infrastructure to implement this feature.</p>
<h3>Problem Benefits</h3>
<p>Having an accessible renaming feature could encourage improving names, leading to clearer naming across the Haskell community. Renaming is especially useful in Haskell since short names are common, meaning they are often reused and difficult to disambiguate when renaming manually.</p>
<h3>Project Aims</h3>
<pre><code> - To support workspace-wide renaming of all names, including type synonyms, data constructors, and functions.
 - To support renaming of qualified imports.
</code></pre>
",Oliver Madine,https://gist.github.com/OliverMadine/96927f88b6e5e7890e5179559089166c,https://summerofcode.withgoogle.com/archive/2021/projects/5190011741274112/
Hydra Ecosystem,https://www.hydraecosystem.org/,Web,2,https://join.slack.com/t/hydraecosystem/shared_invite/zt-ly4j3hg3-gVhJxgc6ykpGrel_N4Xvvg,mailto:mentors@hydraecosystem.org,"python, postgresql, javascript, redis, docker","semantic web, web services, linked data, knowledge graphs, rest apis",General Improvements in hydrus,hydrus is a set of Python based tools for easier and efficient creation of Hypermedia driven REST-APIs. hydrus utilises the power of Linked Data to...,"<p>hydrus is a set of Python based tools for easier and efficient creation of Hypermedia driven REST-APIs. hydrus utilises the power of Linked Data to create a powerful REST APIs to serve data. At the moment, hydrus does allow POST operation on hydra:Collection, but new functionalities should be added to effectively update, get or delete particular members from a Collection without actually sending the whole collection in the request payload. The flagship server hydrus can only serve static data and does not provide a way to define custom server-side logic. A new feature for dynamic endpoint could be added so that a developer would be able to define logic/functions  for how the incoming data is processed on the server end. A lot of improvements are possible in CRUD operations of hydrus, including setting up constraints and handling errors on the server-side depending upon how the data is stored in a Collection. The project also aims to enhance the functionality of hydrus, optimize existing codes and keep it synced with upgrades and development in hydra-python-core, hydra-python-agent, and Hydra specifications.</p>
",Hasan Faraz Khan,https://github.com/farazkhanfk7/google-summer-of-code-2021-final-report,https://summerofcode.withgoogle.com/archive/2021/projects/5614110066081792/
Hydra Ecosystem,https://www.hydraecosystem.org/,Web,2,https://join.slack.com/t/hydraecosystem/shared_invite/zt-ly4j3hg3-gVhJxgc6ykpGrel_N4Xvvg,mailto:mentors@hydraecosystem.org,"python, postgresql, javascript, redis, docker","semantic web, web services, linked data, knowledge graphs, rest apis",Banking Service with Open Risk and Hydra Ecosystem,"The idea behind the project is to create a hydra-powered REST API that aims to serve the loan portfolio data to various consumers for regulating,...","<p>The idea behind the project is to create a hydra-powered REST API that aims to serve the loan portfolio data to various consumers for regulating, valuation, and various other purposes. This project will be a prototype of ""APIs for Fintech"" with Hydra Ecosystem.</p>
",Purvansh Singh,https://github.com/Purvanshsingh/Google-Summer-of-Code-2021,https://summerofcode.withgoogle.com/archive/2021/projects/6125469409214464/
INCF,http://incf.org,Science and medicine,21,https://neurostars.org/,mailto:gsoc@incf.org,"python, javascript, c/c++, java, tensorflow","data visualization, big data, neuroscience, brain modelling, neuroimaging",Adding more functionality to AnalySim: a data sharing and analysis platform,"AnalySim is a data sharing platform similar to GitHub, but specialized for scientific projects. It seeks to simplify the analysis and visualization...","<p>AnalySim is a data sharing platform similar to GitHub, but specialized for scientific projects. It seeks to simplify the analysis and visualization of datasets. AnalySim is designed to promote collaborations and to improve existing datasets through features like forking or cloning, features specialized to allow users to start new projects, collaborations or join existing teams or projects.</p>
<p>First feature I would like to add to AnalySim is forking projects, which will help collaboration between researchers. One can fork someone else’s project and improve upon it by adding more data or improving analysis. Second feature I'm interested in is adding a new design template. Finally, I want to improve the existing documentation. If there's extra time, I would like to work on adding a component that allows for CSV file viewing.</p>
<p>This project offers me a great opportunity to practice my technical skills of programming the web based technologies I learned in my classes. Specifically, I have experience in working with Angular, web development and web design. I aim at starting a career in software development where I want to put to practice the skills learned during this project.</p>
",Nga Tran,https://gist.github.com/ngatrann/99d226b7e9f4abbd30f7fb6255734078,https://summerofcode.withgoogle.com/archive/2021/projects/6607064226332672/
INCF,http://incf.org,Science and medicine,21,https://neurostars.org/,mailto:gsoc@incf.org,"python, javascript, c/c++, java, tensorflow","data visualization, big data, neuroscience, brain modelling, neuroimaging",SOVABIDS: A python package for the automatic conversion of MEG/EEG datasets that makes the most out of metadata,BIDS is a standard for neuroimaging datasets that helps with data sharing and reusability; as a result it has been widely adopted by the community....,"<p>BIDS is a standard for neuroimaging datasets that helps with data sharing and reusability; as a result it has been widely adopted by the community. Although developed for MRI originally, it has gained popularity within the EEG and MEG realms. Converting raw data to the BIDS standard is not difficult but requires a lot of time if done by hand. Currently software like mne-bids and Biscuit are available to assist and facilitate this conversion but there is still no automated way to produce a valid BIDS dataset for the EEG and MEG use-cases. Mostly what is missing is metadata. Here a python package is proposed to be able to infer the missing information from files accompanying the EEG and MEG files and/or a single bids-conversion example provided by the user. The idea of having human-readable configuration files is also explored since this would help the sharing of common conversion parameters within similar communities. If this proposal was successfully implemented then batch conversion of BIDS datasets in the EEG and MEG cases would be realized. It is hoped that this package becomes the backend of an hypothetical web application that assists this conversion of MEG-EEG datasets.</p>
",Yorguin Mantilla Ramos,https://gist.github.com/yjmantilla/7004f6ba1bf517c1321b458165aee62b,https://summerofcode.withgoogle.com/archive/2021/projects/6615935850381312/
INCF,http://incf.org,Science and medicine,21,https://neurostars.org/,mailto:gsoc@incf.org,"python, javascript, c/c++, java, tensorflow","data visualization, big data, neuroscience, brain modelling, neuroimaging",A Django Platform for comparing scientific methods for analyzing neural time series analysis methods,"Time-series analysis is a broad, interdisciplinary field, and features for analyzing time-series datasets are ever-increasing. This has led to...","<p>Time-series analysis is a broad, interdisciplinary field, and features for analyzing time-series datasets are ever-increasing. This has led to creating an online Django platform, CompEngine-Features, for comparing new time-series analysis features with an existing set of over 7000 time-series analysis features in the hctsa package. However, the platform lacks: support for incorporating new features contributed by users, client-side rendering of web pages, network visualizations, line plots for Empirical1000 dataset, and async views in Django, all of which are crucial for the adoption of the platform and thus its ability to have a significant impact in driving progress in time-series analysis. In this project, we will continue developing a Django online platform, CompEngine-Features, for comparing the performance of time-series analysis methods on real time-series data, including a wide range of neural dynamics.</p>
",Diptanshu Mittal,https://diptanshumittal.github.io/GSoC-2021-Report/,https://summerofcode.withgoogle.com/archive/2021/projects/6667675442348032/
INCF,http://incf.org,Science and medicine,21,https://neurostars.org/,mailto:gsoc@incf.org,"python, javascript, c/c++, java, tensorflow","data visualization, big data, neuroscience, brain modelling, neuroimaging",Maxima Demo and Documentation Tool.,The purpose of this project is to create functions which convert a wxMaxima worksheet to Texinfo. The functions to convert a worksheet will be...,"<p>The purpose of this project is to create functions which convert a wxMaxima worksheet to Texinfo. The functions to convert a worksheet will be written in Common Lisp, which is the implementation language for Maxima itself.</p>
",Aditya Wagh,https://gist.github.com/adityawagh114/09dde04ed58dc15615b5d453a15f9474,https://summerofcode.withgoogle.com/archive/2021/projects/5654151677083648/
INCF,http://incf.org,Science and medicine,21,https://neurostars.org/,mailto:gsoc@incf.org,"python, javascript, c/c++, java, tensorflow","data visualization, big data, neuroscience, brain modelling, neuroimaging",Conversion of public neurophysiology datasets to NeuroData Without Borders format,"Neuroscientists have begun to publicly share more and more datasets, however there are still barriers to making these datasets easily reusable by the...","<p>Neuroscientists have begun to publicly share more and more datasets, however there are still barriers to making these datasets easily reusable by the community. One of these barriers has been the accessibility of shared data; it takes extensive time and effort to understand different data formats and determine which datasets are best suited for the scientific questions being asked. This project is an important step in addressing this challenge. The goal of this project is to convert publicly available datasets to the standardized NeuroData Without Borders (NWB) format so that they can be better interpreted and reused by other researchers. The data will then be made available for interactive analysis and visualization through the NWB explorer on the Open Source Brain repository. By using a standardized data format, researchers can more quickly work with new data and develop analysis methods to apply to a wide variety of datasets. The ability to easily explore and visualize data will also allow researchers to quickly assess the contents of the data and if they can reuse it. Thus, the results of this project will contribute to an important resource for scientists.</p>
",Steph Prince,https://github.com/OpenSourceBrain/GSoC_2021_OSB_NWB,https://summerofcode.withgoogle.com/archive/2021/projects/5688400283172864/
INCF,http://incf.org,Science and medicine,21,https://neurostars.org/,mailto:gsoc@incf.org,"python, javascript, c/c++, java, tensorflow","data visualization, big data, neuroscience, brain modelling, neuroimaging",Measure the Quality of CerebUnit Validation Tests,"This Project is about quantifying the quality of the Validation Tests (CerebTests), a part of CerebUnit Ecosystem for validation tests which needs to...","<p>This Project is about quantifying the quality of the Validation Tests (CerebTests), a part of CerebUnit Ecosystem for validation tests which needs to be implemented as a sub-module in CerebStats, another part of the CerebUnit ecosystem for statistical functions.</p>
",Harsh Khilawala,https://gsoc21-weekly-blog.readthedocs.io/en/latest/,https://summerofcode.withgoogle.com/archive/2021/projects/5704145096409088/
INCF,http://incf.org,Science and medicine,21,https://neurostars.org/,mailto:gsoc@incf.org,"python, javascript, c/c++, java, tensorflow","data visualization, big data, neuroscience, brain modelling, neuroimaging",Improving Test Coverage and Implementing CI/CD in BrainBox,The idea of the project is to extend the coverage of tests in the BrainBox project and also implement Continuous Integration and Continuous...,"<p>The idea of the project is to extend the coverage of tests in the BrainBox project and also implement Continuous Integration and Continuous Deployment using CircleCI. 
Currently there are unit, integration and e2e tests written for the BrainBox project but the coverage is not extensive and only amounts up to 16% of the code. Hence the project proposes to extend the coverage of unit and end to end tests, while integrating them in the continuous integration of the platform and implement continuous deployment using CircleCI.</p>
",Aditya R Rudra,https://adityaofficial10.medium.com/my-gsoc-2021-final-code-submission-3f5d59ab42b8,https://summerofcode.withgoogle.com/archive/2021/projects/5725071619915776/
INCF,http://incf.org,Science and medicine,21,https://neurostars.org/,mailto:gsoc@incf.org,"python, javascript, c/c++, java, tensorflow","data visualization, big data, neuroscience, brain modelling, neuroimaging",Eye Tracking,Eye tracking has many applications from driver safety to improved accessibility for people with disabilities. There exist expensive and bulky...,"<p>Eye tracking has many applications from driver safety to improved accessibility for people with disabilities. There exist expensive and bulky hardware solutions for eye tracking but this project aims to bring robust and accurate eye tracking to everyone. Recent research and the pervasiveness of handheld devices with powerful cameras have now made it easy to have high quality eye tracking right in our pockets!</p>
<p>The aim of this project is to allow researchers and developers all over the world to use our open-sourced eye tracker (with additional features) in new and varied use cases. From simple systems where the phone can be mounted on a stand in a vehicle to track multiple parameters of the driver – drowsiness, gaze, attentiveness to more complex applications like emotion analysis and even lie detection, the sky's the limit.</p>
",Dinesh Sathia Raj,https://dssr2.github.io/gaze-track/,https://summerofcode.withgoogle.com/archive/2021/projects/5725382971490304/
INCF,http://incf.org,Science and medicine,21,https://neurostars.org/,mailto:gsoc@incf.org,"python, javascript, c/c++, java, tensorflow","data visualization, big data, neuroscience, brain modelling, neuroimaging",LORIS Codebase Maintenance and Automated Testing,"LORIS is an open source data platform that stores data important for numerous ongoing neuroscience projects. These data include brain scans, genetic...","<p>LORIS is an open source data platform that stores data important for numerous ongoing neuroscience projects. These data include brain scans, genetic data, psychological tests, and much more. Used in 22 countries around the globe, LORIS currently hosts many well known datasets such as the UK Biobank and the BigBrain 3D atlas.</p>
<p>The objective of this project is to further the development of LORIS by maintaining the codebase, implementing automated tests, and supporting the LORIS team with various tasks so that the organization remains on track with their roadmap.</p>
",Viet Hoang,https://vietdhoang.github.io/google-summer-of-code/,https://summerofcode.withgoogle.com/archive/2021/projects/5730851203055616/
INCF,http://incf.org,Science and medicine,21,https://neurostars.org/,mailto:gsoc@incf.org,"python, javascript, c/c++, java, tensorflow","data visualization, big data, neuroscience, brain modelling, neuroimaging",Population-specific tractography bundle atlas creation,"Understanding the inner wiring of the human brain is one of the most long-pursued goals of neuroscientists. In this journey, diffusion MRI (dMRI) and...","<p>Understanding the inner wiring of the human brain is one of the most long-pursued goals of neuroscientists. In this journey, diffusion MRI (dMRI) and tractography algorithms offer the essential possibility of reconstructing the white matter bundles that interconnect brain regions. Building on this, it is of high interest to obtain tractography bundle atlases that describe the average connectome in different populations. Constructing these atlases, however, requires specific technical expertise and cannot be done in a simple way by using currently available neuroimaging software.</p>
<p>This project aims to fill this gap by integrating a tractography bundle atlas creation workflow into DIPY, a reference library for dMRI processing in python. The developed solution offers scientists a quick and easy way of obtaining population-specific tractography atlases in an automated fashion. The algorithm takes segmented bundles as input and relies on streamline based registration to align the bundles and construct an atlas. The whole atlas creation process is controlled by the user via a command line interface. Obtained atlases can be exported and used for visualization or further analyses.</p>
",David Romero Bascones,https://gist.github.com/drombas/3ee0d93c7ec608597f02460167e2929a,https://summerofcode.withgoogle.com/archive/2021/projects/5421892730617856/
INCF,http://incf.org,Science and medicine,21,https://neurostars.org/,mailto:gsoc@incf.org,"python, javascript, c/c++, java, tensorflow","data visualization, big data, neuroscience, brain modelling, neuroimaging",Upgrading DevoLearn,DevoLearn is a python library that contains pre-trained Deep Learning models for the segmentation/analysis of microscopy images. It is specialized...,"<p>DevoLearn is a python library that contains pre-trained Deep Learning models for the segmentation/analysis of microscopy images. It is specialized for the analysis of 2-D slices of C. elegans embryogenesis, however it can also be useful in the analysis of embryogenesis in other species.The top priorities of this project are:</p>
<ol>
<li>Adding more useful models to DevoLearn.</li>
<li>Upgrading the existing models in the library. </li>
<li>Add Interactive online demos.</li>
<li>Improving usability.</li>
</ol>
",Mainak Deb,https://github.com/devoworm/GSoC-2021/tree/main/project-3.1,https://summerofcode.withgoogle.com/archive/2021/projects/5024379213185024/
INCF,http://incf.org,Science and medicine,21,https://neurostars.org/,mailto:gsoc@incf.org,"python, javascript, c/c++, java, tensorflow","data visualization, big data, neuroscience, brain modelling, neuroimaging","Decentralized storage of versioned BIDS datasets with IPFS, datalad and Ceramic","The objective of this project is to build a pipeline for decentralized (IPFS) storage of BIDS-compliant neuroimaging data, with support for version...","<p>The objective of this project is to build a pipeline for decentralized (IPFS) storage of BIDS-compliant neuroimaging data, with support for version control and authentication through signatures associated with Decentralized IDs (DIDs).</p>
",kinshuk,https://kinshukk.github.io/posts/gsoc-summary-and-future-thoughts/,https://summerofcode.withgoogle.com/archive/2021/projects/5636375545643008/
