title,contributor_name,code_link,mentors,organization,technologies,topics,project_details,url
MNE-Python: Time-Frequency Volumetric Source Space Viewer,Alex Rockhill,https://gist.github.com/alexrockhill/c6fc691d145f56287c2a4fe20962ba86,"Mainak Jas, Britta Westner, agramfort, Eric Larson",Python Software Foundation,"python, pyqt, PyVista, Vtk","electrophysiology, Time-frequency decomposition, Source localization","Transforming electrophysiology signals from sensors into their frequency representations has been shown to be a way to increase the power for application of this data; for one example of very many see Swann et al., 2015. This Fourier-transformed sensor data can be used to infer data within the brain in a very similar way as the time-series data but with an added, fifth dimension for frequency. MNE-Python has all the components necessary for time-frequency source estimate viewing and would be greatly improved by integrating them to allow for exploration of this complex data. A graphical user interface (GUI) that allows users to look at regions of high power spectral density, while letting the user dynamically adjust the range of frequencies, would be incredibly helpful for allowing this kind of data to be explored and analyzed. The ability to browse slices has already been implemented in `mne.gui.ieeg_locate` and could be abstracted to be used in this case. Time-frequency plotting of spectrograms, with appropriate units and baseline correction already exists in MNE-Python as well. Putting these elements together into a GUI would be a great improvement for the MNE-Python tool and community.",https://summerofcode.withgoogle.com/programs/2022/projects/yYQQ3SPi
Improve Accessibility of PDF Renderer,Alex Velez,https://medium.com/@velezllaquealex/google-summer-of-code-2022-improve-accessibility-of-pdf-renderer-alex-velez-b87abf46a355,Marcella Maki,Learning Equality,"javascript, vue, PDF.js","accessibility, PDF Rendering","This project plans to implement a more accessible version of the current Kolibri PDF Renderer. It currently does not support some basic features of a PDF reader reader such as selecting the text, making annotations, and an outline of the pages, among others. The objective of this project is to update the current PDF renderer plugin with a newer version of the PDF.js library that allows basic activities typical of a PDF Reader.",https://summerofcode.withgoogle.com/programs/2022/projects/bYOMxAIc
GSoC 2022 Symbolic package project proposal,Alex Vong,https://wiki.octave.org/GSoC_2022_Symbolic_package_project_final_report,Colin Macdonald,GNU Octave,"python, sympy, Octave, Pythonic",Computer Algebra System,"The symbolic package for Octave, octsympy, is a highly demanded package and an important project to the community. As such, it is important to keep it in a healthy state. To create a balanced project, we divide the project into 3 parts to deal with *present*, *past* and /future/ goals respectively. The *present* part aims to work towards 3.0.0 milestones, such as supporting the latest versions of Sympy & Octave and improving the CI. The *past* part deals with long-standing bugs that had fallen through the cracks, fixing those lost and forgotten bugs. Finally, the /future/ part will look at how we can improve maintainance going forward. We will try an experimental work based on the Pythonic project. That being said, exactly how far we get may depend on mentor guidance. In any case, our goal is to make octsympy easier to maintain in the future.",https://summerofcode.withgoogle.com/programs/2022/projects/wzvM80S0
Conversion of the BlobToolKit pipeline to Nextflow,Alexander Ramos,https://gist.github.com/alxndrdiaz/2af96aa874e4bbfbabb720f20a2283bf,"Richard Challis, Priyanka Surana, Sujai",Wellcome Sanger Tree of Life,"Nextflow, Groovy, Python, Snakemake","genomics, bioinformatics","The BlobToolKit, implemented with Snakemake, is a pipeline designed to obtain quality metrics for eukaryotic genome assemblies. BlobToolKit is also capable of detecting contamination, which are DNA fragments in the genome assembly that belong to a different species. Here, I describe how to convert all the Snakemake sub-pipelines to Nextflow sub-workflows using nf-core modules that can be combined into a single workflow or end-to-end pipeline. Converting this pipeline to Nextflow will allow: (1) its integration into the programme’s bioinformatics infrastructure, and (2) an open source nf-core pipeline that can be used by the bioinformatics community.",https://summerofcode.withgoogle.com/programs/2022/projects/v89lHomV
JVB Prometheus Stats,alexcsf,https://alexcsf.github.io/gsoc2022/2022/08/29/a-summary-of-my-contributions.html,"Boris Grozev, Aaron van Meerten",Jitsi,"prometheus, java, kotlin, rest, Jetty, JAX-RS","web, video conferencing","The Jitsi Videobridge (JVB) currently supports operational stats via JSON format. The Prometheus text-based format has become a more standard way of scraping metrics from services. The goal of this project is to add an additional REST endpoint which sends back operational stats in Prometheus format. The JVB will be able to be scraped via a Prometheus stats collector or via other scrapers which support this format. As proposed, a query on the local stats port to /prometheus should result in all general stats being dumped. Note: this project idea was proposed by the Jitsi team for GSoC 2022.",https://summerofcode.withgoogle.com/programs/2022/projects/CtgpJGaV
Development Framework for Open MPW Shuttles,Ali Imran,https://medium.com/@ali1120001a/development-framework-for-open-mpw-shuttles-47ca5956586a,"Steve Hoover, Mohamed Kassem",Free and Open Source Silicon Foundation,"TL-Verilog, Makerchip, FPGAs, Caravel",IC Design,"Efabless, Google, and SkyWater Technologies, through the Open MPW and ChipIgnite programs, provide free ASIC fabrication. To help streamline the development flow. This project aims at the creation of the starting template for the development of the projects using the free online Makerchip IDE. The project template will include the visualization of the Caravel harness using the Makerchip’s visual debug feature which will make debugging user designs very easy as compared to the default waveform viewers. This project will also include the support for FPGA prototyping by using the Virtual FPGA labs which have been created using visual debug. The sample user project is used by the open-source designs for the MPW submissions so the proposed project will also involve build flow enhancements to the Caravel sample user project by adding support for TL-Verilog and the Makerchip.",https://summerofcode.withgoogle.com/programs/2022/projects/bAoybrn8
New Hackage Features,Alias Qli,https://github.com/AliasQli/hackage-server,Gershom,Haskell.org,haskell,web,"This proposal aims to add new features to the Hackage server, mainly include package sorting, user info update and user notification emails. It's planned that first a week is needed to read the codebase, then about a month to implement the three features above, and add some additional interesting feature if time permits.",https://summerofcode.withgoogle.com/programs/2022/projects/IlhnLJqF
SEO features for Joomla! 4.0,Alisha Kamat,https://github.com/alisha-kamat/GSoC-2022-Work-Report,"Phil Walton, Elisa",Joomla!,"javascript, html, php, css","web, cms, SEO",Review SEO features for the current Joomla! version. Define and propose new useful SEO features that can be included in future Joomla! versions.,https://summerofcode.withgoogle.com/programs/2022/projects/7uMIihJR
Per field-instance lookups,Allen Jonathan David,https://gist.github.com/AllenJonathan/daa714160858004b3adef90d416574da,"Mariusz Felisiak, Simon Charette",Django Software Foundation,python,web development,"Currently, lookups could be registered to a Field class which limits the versatility of Django lookups. This project adds support for lookups (building blocks to filter from a database) to be registered and unregistered for a specific Field instance (representing a field of a database table). So Field-instance-specific lookups can now be done in Django!",https://summerofcode.withgoogle.com/programs/2022/projects/8nLt19Gm
Command-line interface (CLI) for Canasta & Canasta Kubernetes Stack,Amal Paul,https://amalpaul.hashnode.dev/gsoc22-canasta,"Jeffrey Wang, Yaron Koren",Wikimedia Foundation,"go, docker, kubernetes, bash, Docker-Compose, cobra-cli","web, wiki, cloud, kubernetes, command line, AWS, Azure, gcp",Command-line-interface for Canasta is designed to make the process of creating and maintaining a Canasta installation. Backing up and restoring the Canasta Wiki is a lot easier with support for restic within the CLI. A Canasta Kubernetes template stack helps users to get up and running in a Kubernetes cluster with the least effort.,https://summerofcode.withgoogle.com/programs/2022/projects/upC5FdFC
Anomalies Detection,Amal Saif,https://github.com/ML4SCI/Anomaly-Detection,"Ali Hariri, Vishal Thengane, Michelle Kuchera, Sinan Gençoğlu",Machine Learning for Science (ML4SCI),"python, deep learning, pytorch, keras","deep learning, Autoencoders, anomaly detection, Contrastive Learning","Anomaly detection is the process of identifying data points, events, and observations that differ from a dataset's expected behavior, called (outliers). Researchers are interested in searching for rare events (new physics), a key feature of particle physics. When detecting these events using various methodologies, it is vital to have real-time and accurate models. Autoencoders and Deep Learning models play a core role in detecting anomalies with high efficiency. Therefore, this project aims to examine and evaluate different autoencoder models for detecting anomalies. And to compare their results with the Contrastive Learning.",https://summerofcode.withgoogle.com/programs/2022/projects/XIkPphMz
Kart CLI Help Improvements,Amal Thundiyil,https://amalthundiyil.hashnode.dev/google-summer-of-code-22-with-kart-project,"Robert Coup, craigds, olsen232",Kart Project,python,"version control, Command Line tools, Geographic information systems","Kart currently makes use of a CLI tool built using Click for supporting their CLI users as they interact with the commands and the data in their repositories. This project aims to improve the experience of the CLI users of Kart by creating a maintainable framework for generating and distributing man pages with Kart and also provide tab completion for Kart commands, sub-commands, options and also user-specific datasets, branches, tags, files, metadata, features, and other context-relevant information. To support the GIS developers using Kart across all the different platforms the shell completion and man-style pages are designed to be cross-platform as much as possible, supporting bash, zsh, fish and more including PowerShell on Windows.",https://summerofcode.withgoogle.com/programs/2022/projects/EfCc3ywr
Mobile App Enhancements,Aman .,https://blog.circuitverse.org/posts/aman_final_report/,"Pavan Joshi, Manjot Singh Sidhu",CircuitVerse.org,"javascript, flutter, i18n","education, simulations, digital logic design",The project aims to embed the simulator in the mobile app. Further below mentioned features to be completed: 1. Search circuits 2. Search in the interactive book 3. Notifications 4. internationalization and localization (i18n),https://summerofcode.withgoogle.com/programs/2022/projects/hqRt0eFZ
An Offline voice-agent for Automotive Grade Linux,Aman Arora,https://aman-arora.space/gsoc_report/,"Walt Miner, Jan-Simon Möller",The Linux Foundation,"python, linux, Yocto Project","automotive, speech recognition","Automotive Grade Linux is a collaborative, open-source project for the purpose of building open source software based on Linux for automotive applications. This project aims at creating a new offline voice agent for Automotive Grade Linux. Deliverables: 1. Create and configure a custom layer for an offline voice agent: meta-voice-agent with Automotive Grade Linux layers. 2. Use the Vosk Offline Speech Recognition toolkit for the speech recognition tasks. Include existing recipes, or create custom ones (as required) for required packages and dependencies. Test the application. 3. Use the offline ‘voice-agent’ to perform real tasks by recognizing and executing respective commands for different applications. 4. Document the implementation and procedure, since it will help to keep the project development running smoothly. Write proper documentation for tasks completed during GSoC.",https://summerofcode.withgoogle.com/programs/2022/projects/vo7q5kbY
Spectral Timing in Julia,Aman Pandey,https://medium.com/@aman_p/gsoc-blog-4-final-submission-1c27a20f13a2,"Mosè Giordano, Matteo Bachetti",OpenAstronomy,"python, julia","data science, Time Series Analysis","Time series analysis of astronomical data provides various tools to test advanced physical theories. This project seeks to implement a basic set of operations for X-Ray timing analysis in Julia. Although the Stingray python package already contains most of these tools, a Julian implementation has the potential to be faster and more flexible due to its multiple dispatch feature. I will start by creating a basic series of unit tests the code needs to pass, then implement core features from Stingray like LightCurves and EventLists, and move on to implementing power and cross spectra with different types of inputs. After implementing time lag and coherence, if the time permits, I will analyse and try to implement a basic variability vs energy spectra. Proper documentation and weekly blogs are other deliverables in this project.",https://summerofcode.withgoogle.com/programs/2022/projects/M1uhkggE
Implement an offline mode for the new Open Food Facts Flutter application,Aman Raj,https://github.com/AshAman999/GSoC-Report2022-openfoodfacts,"Marvin (M123), Edouard Marquez",Open Food Facts,"flutter, dart, database, ui/ux",Mobile App Devloepment,"1. Understanding the Flow and Discussion: Make a clear understanding of the flow of data between the mobile and the server, Including how the app loads the data. In the process of doing so, it will be much more clear and more precise to figure out ways for implementing a fast offline experience. 2. Implementing the offline save mechanism: With proper knowledge about the exact workflow how the data flow is, the first step I think of storing the data for the already scanned and opened products. This in turn will facilitate the users to look up the already scanned products without the need for an Internet connection. 3. Offline Edit Mode: After being done with the above two works, the 3rd and most important phase will be Carried out. A clean and working mechanism to store the changes locally will be Discussed with the mentors and start the work on the same to store the changes and sync those changes when online and delete the offline changes so as to keep the app as lightweight as possible. 4. Preloading Data: If time persists and the above work is done(which I am sure will be done), add a mechanism to preload the data as cache (as step 2) so as to let the users use the app for popular food items in their country out of the box 5. Testing: After the whole work is done, a clean throughout the testing of the implemented features is to be carried out so as to ensure a steady smooth experience.",https://summerofcode.withgoogle.com/programs/2022/projects/0B0YhUb3
Monumento,Aman_K,https://gitlab.com/aossie/monumento/-/blob/gsoc-22/docs/GSOC/2022/Aman.md,jddeep,AOSSIE,"android, swift, kotlin, flutter, ios","android, AR","My vision continues to remain to take the Monumento application to a production-ready state, creating and refactoring to achieve extremely good UI/UX, with Material guidelines and my creativeness. As a social media application, Monumento, I think we need to empower users with an important source of social connection and a sense of belonging, we can implement a communities feature where users can create communities, can share communities, can add members to their community, can create events for a community, can follow/unfollow communities, and can connect and chat with the people with shared interests.",https://summerofcode.withgoogle.com/programs/2022/projects/VlxzYOWy
Reworking Sync Options for Health,amankrx,https://www.amankrx.com/blog/gsoc-final-report,Rasmus Thomsen,GNOME Foundation,"rust, gtk","api, end user application","Health is a health and fitness tracking application. It helps the user to track and visualize their health indicators better. Currently, most users have to enter data manually and just Google Fit is available as a sync provider. So, the proposal aims to improve the sync options to a great extent. Important Deliverables of the project are to add various activities to be synced from the sync providers. Add support for two-way sync. Add multiple sync providers like Apple Health, NextCloud Health, etc.",https://summerofcode.withgoogle.com/programs/2022/projects/xoVmK3Qv
Migration to Modern React with TypeScript & React Hooks,amanpro30,https://github.com/owtf/owtf/pulls/amanpro30,"Abraham Aranguren, Viyat",OWASP Foundation,"python, javascript, react, typescript",web,"The OWTF web application has not been updated in a while and is missing some of the modern React advancements. Through this project, I want to work on migrating the entire codebase to modern architecture using TypeScript and React Hooks. More and more React developers are starting to appreciate the type safety TypeScript allows when working with React. Using this makes our code a lot more thorough with handling error cases.",https://summerofcode.withgoogle.com/programs/2022/projects/MPwtKjQ1
Multimodal sound monitoring Ambra Jin,Ambra Jin,https://github.com/orcasound/acoustic-separation/wiki/Orca-call-analysis-for-acoustic-sound-separation/eb438925ea708f722f05e96b04f13bb05629d06c,"Scott Veirs, Jesse, Praful Mathur, Paul Nguyen HD, val veirs",Orcasound,"python, matlab","machine learning, deep learning, signal processing","The killer whale, also known as orca, is the largest dolphin species. Commercial hunting and culling for fisheries protection are threatening its existence. They are also captured for commercial displays in aquariums. Food contamination, chemical contaminants in water, and naval traffic disturbance all pose serious threats to their habitat. A group of orcas known as the Southern Residents is threatened in the United States, with only 71 remaining species in 1974 and 75 by 2020 . By listening for orcas and learning about marine bioacoustics, the Orcasound intends to study and save Southern Resident orcas in the Pacific Northwest . The proposed project uses machine learning and time-series approaches to improve real-time underwater sound interpretation",https://summerofcode.withgoogle.com/programs/2022/projects/iCAlQpNK
Quantum Generative Adversarial Neural Networks for High Energy Physics Analysis at the LHC,Amey Bhatuse,https://github.com/Amey-2002/GSoC_2022_QMLHEP,"Ali Hariri, Colin Crovella",Machine Learning for Science (ML4SCI),"Cirq, TensorFlow Quantum",Quantum Machine Learning,"One of the problems in High Energy Physics experiments is that particle collisions give rise to novel subatomic particles which need to be detected but these collisions produce large amounts of data which proves to be a heavy load for detectors to distinguish between actual data (signal events) and other data(background events). This is where Machine Learning proves to be useful for such classification tasks. The proposed project introduces an novel approach for Quantum Generative Adversarial Networks, a quantum machine learning technique to solve high energy physics problems like regeneration and classification of large data. This project aims to demonstrate quantum machine learning's potential in solving critical high energy physics problems that seem to be intractable using classical techniques. The QGAN models introduced in this project are developed using Google TensorFlow Quantum library and Cirq framework.",https://summerofcode.withgoogle.com/programs/2022/projects/jp4vG7tW
A server environment for the concore framework,amit_62,https://github.com/ControlCore-Project/concore/tree/dev/fri,"Pradeeban, Shubham Awasthi, Mark Arnold","Department of Biomedical Informatics, Emory University","python, javascript","Backend Development, Server deployment","This program incorporates server-based deployment workflow files to the server in a secure manner. It allows composing the workflows, aware of the existing programs in the server. it also allows the upload of the user programs, so that workflows can be composed with those, in addition to existing programs in the server.",https://summerofcode.withgoogle.com/programs/2022/projects/fKRyHw43
Developing a LaTeX to XML Pipeline and Exploring a Standalone Platform for NBDT Journal,Amogh Johri,https://github.com/nbdt-journal/XML-pipeline/,"Konrad Kording, Daniele Marinazzo",INCF,"python, xml, html, latex","python, latex, HTML, XML, DTD (Document Type Definition)","The platinum open access overlay neuroscience journal - Neurons, Behavior, Data Analysis, and Theory – NBDT is ready for inclusion in PubMed Central (PMC). However, PMC requires full-text machine-readable XML article file deposits. These files contain the complete article text in machine-readable language, with front-matter metadata. At the moment, final paper submissions to NBDT are in LaTeX format. While there are tools that provide LaTeX to XML conversion (as required by PMC), no single tool does it seamlessly without errors for the template corresponding to NBDT. The current project aims to build an application providing this functionality. The project will build over the LaTeXML tool to enhance custom bindings as required for NBDT submissions. The first step would be to enhance the bindings for body matter, as Scholastica (which hosts NBDT) already provides it for front-matter binding. In addition, to make the application platform-independent, it will be extended to provide custom front-matter and back-matter bindings. It shall also contribute verification engines to automate XML verification, JATS verification, and PMC-specific verification. The application shall make it convenient to bridge NBDT submissions and the PMC archival process.",https://summerofcode.withgoogle.com/programs/2022/projects/iaPAidMZ
OpenMRS Android Client Project 3.0.x,Amr Abdelhady,https://github.com/amrsalah3/GSoC22-OpenMRS,Rohit Sharma,OpenMRS,"Android, Java, Kotlin, MVVM, JUnit, Architecture Components, Jetpack Libraries",Android Development,"The project aims to make the client app more scalable by refactoring it to a less boilerplate codebase, migrating it to better architecture, and increasing its test coverage.",https://summerofcode.withgoogle.com/programs/2022/projects/BoaDmn9n
Thunar & XFCE Terminal,Amrit Borah,https://elessar-space.blogspot.com/,skefalidis,Xfce,"c, gtk","operating system, end user application","Thunar is a modern file manager for the Xfce Desktop Environment. It supports 3 types of views - List View, Icon View & Compact View. As a part of my project I will be adding the functionality of tree-like expansion of non-empty folders in the List View. Additionally I will be adding a feature to enable file highlighting in Thunar. This will enable the user to highlight their favorite/important files with the color of their choice. Xfce also offers a terminal application called Xfce-Terminal. My project also includes working on Xfce-Terminal to introduce Profiles. Currently all settings in Xfce-Terminal are global. I will be adding the functionality and feature set to allow users to create profiles, amongst which they can quickly switch between across tabs. This allows the user to have different settings on different tabs/windows and simultaneously work with them.",https://summerofcode.withgoogle.com/programs/2022/projects/Z4eSfxn5
Improving the Debug Output Of The Type Inference Algorithm,Amritpan Kaur,https://github.com/apple/swift/pull/59971,Pavel Yaskevich,Swift,"c++, swift, compilers","compilers, debugging, Swift","Swift’s type inference algorithm allows us to write source code without explicit type notations. It is implemented using a type checker that breaks up the source code into subexpressions and generates their abstract type variables and type relationships to create a constraint system that maps out all of these components of the subexpressions of the source code and helps the compiler deduce the missing concrete type information from this context. These type variables, their interrelationships, and the final type-checked expressions can be printed as debug information to help compiler developers understand this process. However, the current debug output is hard to understand, wordy and repetitive, with a format that is difficult to follow. This proposal will reorganize and rewrite the debug output of the type inference algorithm to make it more human-friendly and improve the debugging experience for new and experienced Swift compiler developers.",https://summerofcode.withgoogle.com/programs/2022/projects/lTuJeWjs
Genestorian data refinement,Anamika Yadav,https://gist.github.com/anamika-yadav99/371a486a489b6e327906eefad69f71ba,"Yo Yehudi, Manuel Lera Ramírez",Open Bioinformatics Foundation (OBF),python,"bioinformatics, python","Genstorian data refinement tool is pipeline to identify allele names in genotype of a model organism and strain information related to the allele from a table. The inventories of strain collections are typically kept as plain text in spreadsheets or similar tables. This is prone to errors and inconsistency because genotypes are input manually as plain text. The major challenge of the project is to migrate data from spreadsheets to the database. There is no standard set of rules followed to store allele information in a spreadsheet. Hence, the goal of the project is extract the information in spreadsheet then standardize it before storing it in a database.",https://summerofcode.withgoogle.com/programs/2022/projects/2UDvDlA2
Neural Extraction Framework,Ananya,https://github.com/dbpedia/neural-extraction-framework,"Tommaso Soru, Diego Moussallem, Ziwei XU",DBpedia,"python, sparql","machine learning, nlp, knowledge graphs, distant supervision","The Dbpedia property dbo:wikiPageWikiLink helps us to see for the articles which have the outlink to the Berlin_Wall article in their whole Wikipedia article i.e. the text of the Wikipedia article has the hyperlink present for the Berlin_Wall article. This forms an entity relationship between articles, where the Berlin_wall article is the subject entity and 299 articles are the base entities. However, it was found that only 9 out of these 299 articles had some other predicate relationship with the Berlin_Wall article. And the relationship of the other 290 articles is not clear. Currently, such relationships are extracted from tables and the infoboxes. Now for the rest 290 relationship extraction, we have to look out in the whole wikipedia article text (unstructured text) and find the relationship between the Berlin_Wall article and the rest of the 290 articles. The goal of this project is to develop a framework for predicate resolution of wiki links among entities. I will be using distant supervision for relation extraction.",https://summerofcode.withgoogle.com/programs/2022/projects/HIqpMFb3
Plug and Plot with Internet data,Anastasios-Theodosios Meletlidis,https://observablehq.com/@tasos,"Romain, emileaben, Pavlos Sermpezis",Internet Health Report,"javascript, d3, observablehq","web, data visualization, components, front-end, Dynamic data","The goal of the project is to develop reusable building blocks for visual exploration of Internet data. The building blocks will be developed in the ObservableHQ platform, which uses the popular visualization library D3.js. The building blocks will be open-source code, published as templates in the ObservableHQ platform. Any user would be able to fork/copy a template and plug their own data, and/or modify it according to their needs. Since the code will be in D3.js, the building blocks can be re-usable by any javascript component, not only in ObservableHQ. The targeted users mainly are Internet researchers and network. There exist various types of Internet data, mainly, tabular data (e.g., ASN or latency value), timeseries (e.g., AS hegemony per day), graphs (e.g., routing graph), paths (e.g., traceroutes, BGP paths). We will create at least one building block that can visualize each type of data. Different types of data need different types of visualizations. We will consider a range of visualizations, such as, sankey diagrams (very useful to visualize relations, paths, etc. in Internet data), graphs, geo-maps, distribution plots (e.g., histograms, violin plots), dendrograms, heatmaps.",https://summerofcode.withgoogle.com/programs/2022/projects/tFAJcpfh
Implement elRepo.io unit testing,AndreaRuru,https://blog.freifunk.net/2022/09/09/gsoc-2022-implement-elrepo-io-unit-testing-final-evaluation/,"Nicolás Echániz, G10h4ck",freifunk,"flutter, dart, RetroShare","testing, android, p2p","ElRepo.io is an Android app that combines the RetroShare JSON API with a Flutter frontend aimed to share content into the RetroShare F2F network. Actually elRepo.io is on a beta state and need a series of feature implementation and unit testing to improve the user experience and scalability of the project. Together with my mentors I expect to implement desired features and unit testing, learning how Flutter works together with a first landing into RetroShare decentralized world.",https://summerofcode.withgoogle.com/programs/2022/projects/CdegMgzn
Conversion of a public neurophysiology dataset to Neurodata Without Borders (NWB) format,Anh,https://github.com/OpenSourceBrain/DANDIArchiveShowcase/blob/main/GSoC_2022_report.md,"Ankur Sinha (he/him/his), Padraig Gleeson",INCF,"python, data analysis, HDF5, open access","neuroscience, electrophysiology","The ever-growing body of data in Neuroscience, which has been enabled by the advancement of state-of-the-art techniques, calls forth collaborative attempts to make data FAIR (findable, accessible, interoperable and reusable). Consequentially, Neurodata Without Borders (NWB), an open-source software that defines components of a language for neurophysiology data, was born out of such need. NWB has thus exemplified as a sustainable biological data ecosystem, but there lies the need of converting readily available datasets into NWB format to allow for further sharibility and producibility. With that said, this project aims to (i) convert a publically available dataset into NWB format, (ii) ensure NWB datasets' compatibility with NWB explorer (NWBE), (iii) and facilitate generality of the conversion process by investigating the sources of NWBE-NWB incompatibilities and ensuring essential metadata being added. This is a medium size project (175h).",https://summerofcode.withgoogle.com/programs/2022/projects/1uaAL6Y7
Data Source Adapter for Google Sheets,AnhTran,https://github.com/polypheny/Polypheny-DB/pull/417,"Marc Hennemann, David Lengweiler",Polypheny,"javascript, java, sql, angular","database, cloud, sql, polystore, big-data","A data source adapter is a feature that allows the ability to map existing data into schemas/tables of Polypheny, offering users the benefit of using query languages, analytical systems, and other features of the Polypheny database to act upon the data set. This project aims at building a data source adapter for Google Sheets, a common form of storing relational data in a collaborative and fast-paced environment, to improve the range of data systems Polypheny can interact with. To do this, the project consists of building a google-sheets-adapter package through the Google Sheets Java API, incorporating the adapter functionality to the Polypheny user interface, and adding thorough unit tests to ensure the quality of the package.",https://summerofcode.withgoogle.com/programs/2022/projects/fmDSiX3x
Music Blocks 4 Build Tooling Improvements,Anik Das,https://gist.github.com/sadn1ck/6b3ac8321fcbc9c0c9a592b438ff83a0,Anindya Kundu,Sugar Labs,"javascript, react, typescript, webpack-5, web servers, pwa","web development, Build Tooling, Development Environment","The next version of Music Blocks (v4) is currently setup using create-react-app, a widely-used tool but lagging behind in certain key dependency updates. As a result of which certain development features like Hot Module Reloading, are broken. This project aims to take advantage of this lapse and upgrade the core development tooling of the entire project, making it more seamless, with small developer experience upgrades, along with much needed dependency upgrades to make local development fun and fast. Along with these improvements, the project will also tackle the problem of improving production bundle size for faster loading, and creating a Progressive Web App for offline usage.",https://summerofcode.withgoogle.com/programs/2022/projects/XubAsh1T
Exploration of open datasets on the IHR website,Aniket,https://aniketpal.notion.site/Working-with-IHR-in-GSoC-2022-ea8b0f2e8ed94cb086ac9653604f2737,"Romain, Malte Tashiro",Internet Health Report,"python, javascript, graphql, VueJS, PlottyJS","web, cloud, networking, routing, communication, internet, data analytics","The audience of IHR largely consists of researchers, network operators, policymakers, and educators. The goal of the proposal is to make the IHR’s internet application an end-to-end solution for stakeholders to work on. Currently, the IHR website provides plots of internet latency and routing for AS and countries. The goal of this software subsystem is to add new plots showing speed test data collected by Measurement-Lab so that users can monitor how disconnections and routing events impact throughput. While providing the users with a quick lookup for the NDT test it becomes immensely important to co-relate IHR traffic analysis with Google and Cloudflare reports. Collecting data from similar services would also pump IHR’s anomaly detector to complement IHR’s alerting system. With IHR the hub for multiple network reports and metrics, it is vital to have a dashboard to customize visual data. I propose to develop a customized IHR dashboard that is self-exploratory. The dashboard would let end users explore the IHR dataset and monitor any event with respect to time and legends according to their purpose. The dashboard would let the user select a set source and destination networks, time periods, and a metric and correspondingly plot the data. Ultimately, adding an assistant to select a set of important networks from a selected country or global statistics about the plotted data.",https://summerofcode.withgoogle.com/programs/2022/projects/LsZRqWCY
Adding visualization of protein-complex interaction to OpenPIP,Aniket Ranjan,https://github.com/BaderLab/openPIP/pull/80,"Gary Bader, Mohamed Helmy, Vishwesh Kulkarni",National Resource for Network Biology (NRNB),"javascript, html, docker, php, css, symfony, CytoscapeJS","web application, science and medicine, biology, PPI, Protein-Protein Interaction, CytoscapeJS","OpenPIP (Open Source Protein Interaction Platform) is an open-source software package for hosting protein-protein interaction (PPI) data based on the PSI-MI-TAB format. openPIP provides a PPI database and a customisable web interface that enables searching and visualising the interactions as well as downloading the search results in different formats. The whole system is a ready-to-use virtual machine that can be imported to VMware. This project aims to add enhancements and several new features in various sections of openPIP that are used to upload and download data and files, and visualize the complex interaction on various levels with filters and applications.",https://summerofcode.withgoogle.com/programs/2022/projects/fjUDLOrk
Legacy Code Deprecation,Anirudh Prabhakaran,https://publiclab.org/notes/anirudhprabhakaran3/09-09-2022/my-experience-during-gsoc-22,"Jeffrey Yoo Warren, cesswairimu",Public Lab,"javascript, ruby on rails, ruby, html","web, pollution, Social Awareness","The PublicLab code base has a lot of legacy code. One reason for this is converting it to a Ruby on Rails app from a Drupal site, and another reason is because of development. This proposal aims to deprecate unused and legacy code. This is especially beneficial as it will lead to an easier experience for developers, a cleaner code base and make it easier for new developers to start contributing to PublicLab.",https://summerofcode.withgoogle.com/programs/2022/projects/njZwvRi0
Support Importing Data into Existing Tables,Anish Surendra Umale,https://wiki.mathesar.org/en/engineering/reports/gsoc-2022-importing-data-into-existing-tables,"Kriti Godey, Brent Moran, Sean Colsen",Mathesar,"python, postgresql, django","databases, web, end user application","Currently, Mathesar only supports creating a new table when a CSV or TSV file is imported. This project aims to enhance the capability of Mathesar’s APIs and database to support importing CSV data into an existing table for a seamless user experience. The above will be achieved by using a mix of already implemented APIs with some tweaks and implementation of some additional API endpoints along with some methods to accompany them.",https://summerofcode.withgoogle.com/programs/2022/projects/oCtBUJHr
Tutorials for Working with Interpretable and Explainable AI with 🔥LIT,Anjishnu Mukherjee,https://iamshnoo.github.io/blog/gsoc-22-lit-tutorials/,Ryan Mullins,Responsible AI and Human Centred Technology,"python, javascript, Technical writing","machine learning, ai, Fairness, Robustness, Interpretability","This project focuses on providing easy-to-understand walk-throughs of standard workflows for analyzing models using LIT and also providing in-depth how-tos for using and building on top of some of the LIT modules which are relevant for these workflows. Providing this content in the form of tutorials and code contributions over the summer, I hope to increase the accessibility to the tool for different types of users.",https://summerofcode.withgoogle.com/programs/2022/projects/Rqw0tLZi
Rebuild OpenMRS Cohort Builder,Anjula Samarasinghe,https://anjulashanaka.medium.com/gsoc-2022-rebuild-openmrs-cohort-builder-final-evaluation-64b093b68a61,"Jayasanka Weerasinghe, Brandon Istenes",OpenMRS,"javascript, java, react, typescript","web, Electronic Medical Record System, Microfrontends","The Cohort Builder is a tool in OpenMRS 1.0 in the Reporting Compatibility module (included with most OpenMRS installations) that lets the user perform ad-hoc queries for patients with defined characteristics, and combines multiple queries into more complex ones. In this project, Cohort Builder will be rebuild for OpenMRS 3.0 as a micro frontend module.",https://summerofcode.withgoogle.com/programs/2022/projects/8EksU68Y
