organization_name,organization_url,category,num_projects,irc_channel,contact_email,technologies,topics,project_title,project_short_description,project_description,student_name,project_code_url,project_url
CircuitVerse.org,http://circuitverse.org/,Science and medicine,6,,,"javascript, ruby, rails, canvas, vue","education, web, simulation, pedagogy, digital logic design",Migrate to View Components & Improve Search Experience,This proposal aims to significantly enhance CircuitVerse's user experience and technical foundation by migrating core UI elements to reusable View...,"This proposal aims to significantly enhance CircuitVerse's user experience and technical foundation by migrating core UI elements to reusable View Components, optimizing search performance and UI/UX using Hotwire/Stimulus, improving overall site navigation with Turbo Drive, fixing UI bugs, streamlining user flows, and implementing RTL language support.",Harsh Bhadu,https://blog.circuitverse.org/posts/harsh_bhadu_gsoc2025_final_report/,https://summerofcode.withgoogle.com/programs/2025/projects/8dgkuzjy
CircuitVerse.org,http://circuitverse.org/,Science and medicine,6,,,"javascript, ruby, rails, canvas, vue","education, web, simulation, pedagogy, digital logic design",Open Hardware Component Library,"This project aims to improve CircuitVerse by adding new components that are useful for learning about real hardware, such as shift registers (SISO,...","This project aims to improve CircuitVerse by adding new components that are useful for learning about real hardware, such as shift registers (SISO, SIMO, MISO, MIMO), comparators, and a buzzer (speaker), Priority MUX, etc. It will also introduce support for connecting CircuitVerse with real devices using the Browser’s Web Serial API, allowing users to interact with physical hardware directly through the simulator. These features will help people better understand how digital circuits work—both in theory and in practice. The goal is to make CircuitVerse more powerful and helpful for learning digital circuits and embedded systems.",Nihal Rajpal,https://blog.circuitverse.org/posts/nihal_gsoc25_final_report/,https://summerofcode.withgoogle.com/programs/2025/projects/cIgWR2eT
CircuitVerse.org,http://circuitverse.org/,Science and medicine,6,,,"javascript, ruby, rails, canvas, vue","education, web, simulation, pedagogy, digital logic design",Enhanced Verilog Support & Stability,"The Verilog feature in CircuitVerse has been a great experimental addition till now. It has allowed users to write, experiment, and test their...","The Verilog feature in CircuitVerse has been a great experimental addition till now. It has allowed users to write, experiment, and test their Verilog code along with graphical circuit design using CV simulator. But currently, the Verilog feature is full of bugs, unstable, and unreliable which leads to its failure and causes loss of trust in CircuitVerse among its userbase. The project aims to fix the bugs, make the Verilog feature stable, refine the Verilog interface, make it more intuitive, enable users to generate, view, edit, test circuits comprehensively, and fix the testbench generation feature for Verilog code. Other goals include adding detailed documentation for Verilog and added improvements to assist users. Additional enhancements like adding play/pause functionality to simulator, and implementing full-screen view for the Boolean Logic Table is also covered in this project.",Vivek Kumar Ray,https://blog.circuitverse.org/posts/vivek_kumar_gsoc2025_finalreport/,https://summerofcode.withgoogle.com/programs/2025/projects/9cZjeC5m
CircuitVerse.org,http://circuitverse.org/,Science and medicine,6,,,"javascript, ruby, rails, canvas, vue","education, web, simulation, pedagogy, digital logic design",Proposal_CiruitVerse_FlutterUpgrade,"The CircuitVerse mobile app faces performance bottlenecks (UI jank, slow rendering), inconsistent UX (broken project cards, poor navigation), and...","The CircuitVerse mobile app faces performance bottlenecks (UI jank, slow rendering), inconsistent UX (broken project cards, poor navigation), and missing features (blog integration, interactive book errors). These issues degrade user experience, especially on low-end devices.

Solution:

1. Performance Optimization:

>Upgrade Flutter, profile with DevTools, and optimize widgets (RepaintBoundary, const constructors).

>Reduce rebuilds and repaints for smoother animations.

2. UX Overhaul:

>Revamp project cards with default images, share functionality, and Material 3 alignment.

>Fix sidebar navigation and add micro interactions (ripple effects, staggered animations).

3. Feature Integration:

>Fix the interactive book’s rendering errors with error boundaries.

>Integrate blog/Editor’s Pick sections for seamless web-app parity.",Yashvant,https://blog.circuitverse.org/posts/yashvant-gsoc-2025-final-report/,https://summerofcode.withgoogle.com/programs/2025/projects/rcsyFcHL
Git,https://git-scm.com/,Programming languages,3,https://git-scm.com/community,mailto:git@vger.kernel.org,"shell script, git, c language","version control, dvcs",Refactoring in order to reduce Git’s global state,"Git currently relies on a global object the_repository and several global environment-related variables, which limits modularity and complicates...","Git currently relies on a global object the_repository and several global environment-related variables, which limits modularity and complicates long-term maintainability. This project aims to refactor Git’s environment handling by relocating global variables into more appropriate repository-specific contexts, primarily struct repository and struct repo_settings.

However, some global variables are only relevant to specific subsystems. In such cases, instead of placing them in the repository structure, they will be moved into subsystem-specific contexts that better reflect their scope. 

Overall, the project will reduce global state and improve the maintainability and modularity of the codebase.",Ayush Chandekar,https://ayu-ch.github.io/2025/08/29/gsoc-final-report.html,https://summerofcode.withgoogle.com/programs/2025/projects/no7dVMeG
Git,https://git-scm.com/,Programming languages,3,https://git-scm.com/community,mailto:git@vger.kernel.org,"shell script, git, c language","version control, dvcs",Machine-Readable Repository Information Query Tool,This project introduces a new Git sub-command (currently intended to be called git repo-info) that will centralize data currently retrieved by git...,This project introduces a new Git sub-command (currently intended to be called git repo-info) that will centralize data currently retrieved by git rev-parse in a JSON format.,Lucas Oshiro,https://lucasoshiro.github.io/gsoc-en/,https://summerofcode.withgoogle.com/programs/2025/projects/fGgMYHwl
Git,https://git-scm.com/,Programming languages,3,https://git-scm.com/community,mailto:git@vger.kernel.org,"shell script, git, c language","version control, dvcs",Consolidate ref-related functionality into git-refs,This project aims to streamline reference management in Git by consolidating functionality currently spread across multiple commands into a single...,"This project aims to streamline reference management in Git by consolidating functionality currently spread across multiple commands into a single git-refs command. The updated git refs command will offer sub-commands to list, retrieve, verify/check existence, write, and optimize references. The deliverables include the git refs command along with its numerous sub-commands, updated documentation, and thorough test coverage.",Meet Soni,https://inosmeet.github.io/posts/gsoc25/gsoc25_final/,https://summerofcode.withgoogle.com/programs/2025/projects/xVrT5e2q
checkstyle,https://checkstyle.org,Programming languages,5,https://discord.gg/FsUsYC2ura,,"java, antlr, artificial-intelligence","static code analysis‎, code review tool, coding standards, coding conventions, artificial-intelligence",Upgrade dependencies to use latest version of libraries and use their features,"Currently, Checkstyle relies on JDK 11, while the broader ecosystem has transitioned to JDK 21. This project aims to incrementally upgrade...","Currently, Checkstyle relies on JDK 11, while the broader ecosystem has transitioned to JDK 21. This project aims to incrementally upgrade Checkstyle's minimum JDK version to JDK 17 and then to JDK 21. Additionally, dependencies such as Apache Doxia and other libraries will be updated to their latest versions to enhance maintainability, performance, and access to newer features.",Amit Kumar Deoghoria,https://github.com/checkstyle/checkstyle/issues?q=is%3Apr%20state%3Aclosed%20author%3AAmitKumarDeoghoria,https://summerofcode.withgoogle.com/programs/2025/projects/7UvHzVA6
checkstyle,https://checkstyle.org,Programming languages,5,https://discord.gg/FsUsYC2ura,,"java, antlr, artificial-intelligence","static code analysis‎, code review tool, coding standards, coding conventions, artificial-intelligence",Auto-Fix Module,"Checkstyle is widely used to detect code style violations, but many of its formatting-related issues are trivial and time-consuming to fix manually....","Checkstyle is widely used to detect code style violations, but many of its formatting-related issues are trivial and time-consuming to fix manually. This project aims to introduce an auto-fix module that can automatically correct formatting violations reported by specific Checks. The work involves evaluating existing auto-fix tools and libraries (e.g., OpenRewrite, CleanThat), selecting or building a reliable code modification engine, and designing an API for triggering code changes. A set of fixable formatting Checks will be selected, and their fix logic will be implemented in a maintainable way. The module will also include logic to prevent conflicting fixes and, if successful, may be proposed for integration into Checkstyle’s core to support plugin reuse.",Anmol202005,https://github.com/checkstyle/checkstyle-openrewrite-recipes,https://summerofcode.withgoogle.com/programs/2025/projects/cBlWxUSv
checkstyle,https://checkstyle.org,Programming languages,5,https://discord.gg/FsUsYC2ura,,"java, antlr, artificial-intelligence","static code analysis‎, code review tool, coding standards, coding conventions, artificial-intelligence",New ANTLR Grammar for Javadoc Comments,"The need for a new Javadoc parser has been raised repeatedly, particularly in response to persistent performance bottlenecks and maintainability...","The need for a new Javadoc parser has been raised repeatedly, particularly in response to persistent performance bottlenecks and maintainability concerns with the current implementation. This project introduces an ANTLR-based grammar to replace the legacy parser used in Checkstyle. The current parser has proven inefficient, difficult to extend, and prone to inaccuracies—especially as Javadoc syntax evolves. By adopting a modern grammar-based approach, we aim to significantly improve parsing performance, accuracy, and long-term maintainability. All existing Javadoc checks will be adapted to work with the new AST structure, ensuring full backward compatibility.",Mohamed Mahfouz,https://mahfouz72.github.io/gsoc-report/2025/,https://summerofcode.withgoogle.com/programs/2025/projects/6e8Gnzz0
checkstyle,https://checkstyle.org,Programming languages,5,https://discord.gg/FsUsYC2ura,,"java, antlr, artificial-intelligence","static code analysis‎, code review tool, coding standards, coding conventions, artificial-intelligence",Improve Modules used in Google Style,"During GSoC'24, a huge effort was made to improve Checkstyle's Google config coverage and updated our implementation of google style guide to the...","During GSoC'24, a huge effort was made to improve Checkstyle's
Google config coverage and updated our implementation of google style
guide to the latest version ( 03 Feb 2022 ). but there's still a lot of work
left. google_checks.xml is the configuration file where our google java
style guide is implemented. Though most of the implementation work
has been done and we have covered almost all the rules in google java
style guide, users have reported a bunch of issues pointing out flaws in
our implementation, these issues are labeled as google style issues, we
need to solve them. On top of this, we have few rules which we are not
able to completely follow/implement, they are marked with ""Blue Tick"" in
our coverage page, we need to find a way to reduce such blue ticks
rules and improve our coverage",Mohit Attry,https://github.com/pulls?page=1&q=is%3Apr+created%3A%3E%3D2025-06-01+user%3Acheckstyle+author%3Amohitsatr+is%3Amerged,https://summerofcode.withgoogle.com/programs/2025/projects/gSiof4Ti
checkstyle,https://checkstyle.org,Programming languages,5,https://discord.gg/FsUsYC2ura,,"java, antlr, artificial-intelligence","static code analysis‎, code review tool, coding standards, coding conventions, artificial-intelligence",Automated Website Generation for Checkstyle,I will develop the automated website generation mechanism for our open source by updating the facilitating tools and libraries to the latest...,"I will develop the automated website generation mechanism for our open source by updating the facilitating tools and libraries to the latest versions, introducing new or refining existing tools to effectively automate the generation, decoupling the website generation logic from the main checkstyle core to avoid conflicts, and improving the existing state of user interaction with the website. In addition, I'm going to work on developing the corresponding checks and validations to ensure that all these tools for auto-generation are used and implemented properly.",SteLeo1602,https://docs.google.com/document/d/1c5q0rMaTx-xtlwjaCCpeYOfbT9EsfaPYZtsQ-RiDOjc/edit?usp=sharing,https://summerofcode.withgoogle.com/programs/2025/projects/w7K8P64Y
Neovim,https://neovim.io/,End user applications,3,https://matrix.to/#/#neovim:matrix.org,,"c, lua","ai, editor, text-editor",Enhancing AI Primitives in Neovim,"Neovim currently lacks built-in support for AI features. As a result, plugin developers need to reimplement the same core functionalities again and...","Neovim currently lacks built-in support for AI features. As a result, plugin developers need to reimplement the same core functionalities again and again. This leads to duplication and inconsistencies in the plugin ecosystem.

This project aims to introduce AI-friendly primitives to streamline AI plugin development. It should add support for inline completion, buffer status indicators, a standardized progress API, and enhance prompt buffers with multiline support to be more friendly toward building AI-assisted workflows. These improvements should make it easy to integrate AI capabilities in Neovim while keeping Neovim performant, lightweight, and extensible as always.",Shadman Saleh,https://gist.github.com/shadmansaleh/e0442fe1d1d8431ecb0019c468dd159a,https://summerofcode.withgoogle.com/programs/2025/projects/5QH1bGGq
Neovim,https://neovim.io/,End user applications,3,https://matrix.to/#/#neovim:matrix.org,,"c, lua","ai, editor, text-editor",Remote ssh Editing,A much wanted and highly requested feature for neovim is the ability to edit remote files over ssh seamlessly. There is no native way of doing so and...,A much wanted and highly requested feature for neovim is the ability to edit remote files over ssh seamlessly. There is no native way of doing so and plugins do not feel as polished as expected. The aim of this project is to add such a feature to neovim.,Siddhant Agarwal,https://gist.github.com/siddhantdev/2994e6bb305442b7ca55f220b4aea9af,https://summerofcode.withgoogle.com/programs/2025/projects/cxwY8wMs
Neovim,https://neovim.io/,End user applications,3,https://matrix.to/#/#neovim:matrix.org,,"c, lua","ai, editor, text-editor",AI-Driven API Enhancements with Broader Benefits,"This proposal aims to enhance Neovim’s API to support AI-powered features, while also bringing broader improvements to the editor's functionality....","This proposal aims to enhance Neovim’s API to support AI-powered features, while also bringing broader improvements to the editor's functionality. While Neovim can provide some AI capabilities, current APIs are not convenient enough for handling complex tasks like streaming results or customizing AI interactions.

To solve this, the proposal focuses on three main areas:

1. Enhanced LSP Support: Adding support for AI-related methods such as `textDocument/inlineCompletion` and improving LSP's handling of partial results with `PartialResultParam`.
2. Progress Interface: Introducing a built-in progress interface (`vim.ui.progress`) to track and display long-running tasks, improving user experience during AI interactions.
3. Prompt Buffer Improvements: Creating a new Lua API for multi-line and editable prompt buffers to facilitate interactive AI chats or REPL-like environments.

By addressing these areas, this project will provide a foundation for integrating AI into Neovim while offering general usability and extensibility improvements for all users.",Yi Ming,https://github.com/neovim/neovim/discussions/34254,https://summerofcode.withgoogle.com/programs/2025/projects/7Q85JtxY
CRIU,https://criu.org,Operating systems,3,https://gitter.im/save-restore/CRIU,,"c, python, linux, go","cloud, containers, Checkpoint/Restore",Coordinated checkpointing of distributed applications,"The goal of this project is to address the challenge of checkpointing distributed applications, which generally run across multiple nodes with active...","The goal of this project is to address the challenge of checkpointing distributed applications, which generally run across multiple nodes with active TCP connections. While Kubernetes has recently introduced checkpointing support, it lacks a proper synchronization mechanism for distributed workloads, especially in managing network state during checkpoint and restore.

To solve this, the project proposes to extend the existing criu-coordinator tool with support for network connection management via CRIU’s hook mechanisms. The work will involve implementing network-lock and network-unlock hooks, developing a pod-level network locking mechanism, and differentiating between internal and external TCP connections during checkpointing.",Behouba Manassé,https://github.com/behouba/gsoc-2025,https://summerofcode.withgoogle.com/programs/2025/projects/0zNfEhdN
CRIU,https://criu.org,Operating systems,3,https://gitter.im/save-restore/CRIU,,"c, python, linux, go","cloud, containers, Checkpoint/Restore",Files on Detached Mounts,"If a mount is unmounted using the MNT_DETACH flag, its information disappears from /proc/$pid/mntinfo. If CRIU tries to C/R an fd on such a mount...","If a mount is unmounted using the MNT_DETACH flag, its information disappears from /proc/$pid/mntinfo. If CRIU tries to C/R an fd on such a mount point, it fails because it can't find the mount point in /proc/$pid/mntinfo.
We aim to solve this problem by extending the statmount syscall to export mountinfo for such mounts and using it to add support to CRIU as well.",Bhavik Sachdev,https://bsach64.github.io/gsoc25.html,https://summerofcode.withgoogle.com/programs/2025/projects/iQR71FTV
CRIU,https://criu.org,Operating systems,3,https://gitter.im/save-restore/CRIU,,"c, python, linux, go","cloud, containers, Checkpoint/Restore",Support arm64 Guarded Control Stack (GCS),This project aims to enable testing of Guarded Control Stack (GCS) functionality within CRIU (Checkpoint/Restore In Userspace) on AArch64 by...,"This project aims to enable testing of Guarded Control Stack (GCS) functionality within CRIU (Checkpoint/Restore In Userspace) on AArch64 by integrating the Armv9.4-A GCS feature into CRIU’s ZDTM test suite through a dedicated test case
that confirms whether TPIDR2_EL0 is preserved and still readable in user space after restore. The project leverages recent upstream additions to glibc and Linux kernel that enable GCS support in user space, using Yocto and Arm's Fixed Virtual Platform (FVP) to emulate and test the architecture-specific functionality. This is a first step in exploring how CRIU might need to change to handle GCS systems, starting with test coverage

Project Deliverables 
June 2 (coding begins) - GCS-enabled Environment Verified. Yocto + FVP setup is confirmed working. Compiling and running GCS-marked binaries with glibc tunables active.
July 12-16 (Midterm Evaluation) - First GCS ZDTM test added. A basic test that reads verifies TPIDR2_EL0, and explores stack/register consistency across the restore boundary. Integration with --nocr working. Investigation of parasite.c and restorer.c to identify the point at which TLS or control state (e.g., TPIDR2_EL0) could be saved or restored.
August 16-August 23 (Final Evaluation) - Full round-trip test of checkpointing and restoring a GCS-using process. All tunables, toolchain flags, and kernel glibc dependencies documented.
August 31 (Final Results Announced) - Final cleanup and documentation. Tutorial-style instructions provided on how to replicate setup, test flow, and next steps.
Post GSOC - I will remain available to  support further maintenance, and help  any future contributors pick up.",Igor Svilenkov Bozic,https://github.com/checkpoint-restore/criu/pull/2725,https://summerofcode.withgoogle.com/programs/2025/projects/thwk5B7s
AOSSIE,https://www.aossie.org,End user applications,19,https://discord.gg/fuuWX4AbJt,,"python, javascript, flutter, Blockchain, Solidity","web, artificial intelligence, communication, mobile, blockchain",Tree Planting Protocol (TREEE),This project tackles the lack of transparency in tree-planting initiatives by developing a decentralized mobile application that leverages blockchain...,"This project tackles the lack of transparency in tree-planting initiatives by developing a decentralized mobile application that leverages blockchain technology for verifiable and tamper-proof tracking. Each planted tree is minted as an NFT (ERC-721), storing critical metadata like geolocation, species, and planter details on-chain. To ensure authenticity, the system incorporates a community-driven verification mechanism where users can validate trees by submitting photo proofs stored on IPFS, earning tokenized rewards (ERC-20) for their participation. A key innovation is the use of geohash-based indexing, which optimizes location queries by dynamically adjusting precision based on map zoom levels, significantly reducing gas costs and improving performance. The app features an interactive map built with Flutter, displaying nearby trees with species-specific icons and enabling users to explore detailed records.

To address the issue of tree mortality, the project introduces legacy tokens—ERC-20 rewards distributed to planters who report deceased trees or submit maintenance updates like care photos and videos. Tree NFTs are transferable, with ancestry tracked to maintain historical records. For collective efforts, smart contract-based organizational tools allow groups to manage plantations, add members, and track contributions on-chain. Additionally, each tree is linked to a dynamic QR code stored on IPFS, enabling physical trees to be scanned for instant access to their digital records. By combining blockchain transparency, geospatial efficiency, and community incentives, this project establishes a scalable and trustless framework for global reforestation efforts.",Aaryan Jain,https://gist.github.com/IronJam11/ad4c0298f77c30300baf03fcddb5e441,https://summerofcode.withgoogle.com/programs/2025/projects/7LicPpJH
AOSSIE,https://www.aossie.org,End user applications,19,https://discord.gg/fuuWX4AbJt,,"python, javascript, flutter, Blockchain, Solidity","web, artificial intelligence, communication, mobile, blockchain",BenefactionPlatform-Ergo: Expanding Fundraising Capabilities on Ergo,The Bene Fundraising Platform on the Ergo blockchain uses a unique token system (APT/PFT) to support fundraising projects. This project will improve...,"The Bene Fundraising Platform on the Ergo blockchain uses a unique token system (APT/PFT) to support fundraising projects. This project will improve the Ergo version by adding support for multiple tokens, including stablecoins, and bringing it in line with the EVM version.
Main goals include: adding stablecoin and multi-token support, integrating multiple wallets, building a referral system with protection against misuse, creating a project analytics dashboard, and improving the user interface and accessibility. These updates will make Bene easier to use, more powerful, and more welcoming to new users, helping grow the Ergo fundraising community.",AdityaGupta256,https://github.com/AdityaGupta20871/GSOC_REPORT/blob/main/README.md,https://summerofcode.withgoogle.com/programs/2025/projects/tf3WhF61
AOSSIE,https://www.aossie.org,End user applications,19,https://discord.gg/fuuWX4AbJt,,"python, javascript, flutter, Blockchain, Solidity","web, artificial intelligence, communication, mobile, blockchain",FateCoin EVM,FateCoin Protocol introduces an innovative decentralized finance platform enabling perpetual speculation on real-world events through a dual-token...,"FateCoin Protocol introduces an innovative decentralized finance platform enabling perpetual speculation on real-world events through a dual-token system (bullCoin and bearCoin). Unlike traditional prediction markets with expiration dates, our protocol maintains continuous liquidity via automated reserve redistribution and dynamic fee mechanisms. This proposal outlines the development of smart contracts for token economics, a responsive frontend with analytics, and cross-chain deployment - creating a self-sustaining ecosystem for price-linked asset trading.",Blizet,https://github.com/blizet/GSoC-2025/blob/main/README.md,https://summerofcode.withgoogle.com/programs/2025/projects/zN0pP1CO
AOSSIE,https://www.aossie.org,End user applications,19,https://discord.gg/fuuWX4AbJt,,"python, javascript, flutter, Blockchain, Solidity","web, artificial intelligence, communication, mobile, blockchain",Ell-ena: AI-Powered Task Management System,"Ell-ena is a smart, AI-powered productivity assistant that helps individuals and teams manage tasks effortlessly through natural language. Just say...","Ell-ena is a smart, AI-powered productivity assistant that helps individuals and teams manage tasks effortlessly through natural language. Just say things like “Create a dark mode ticket” or “Add math assignment for tomorrow,” and Ell-ena takes care of the rest.

Ell-ena uses function-calling APIs to understand your commands and a Graph-based RAG system to intelligently link tasks, projects, and deadlines. Its AI-powered bot can join meetings, transcribe conversations in real time, and extract actionable insights for the team.

With Supabase handling data storage and real-time syncing, along with multiple views like calendar and Kanban boards, Ell-ena keeps tasks organized and collaboration smooth across all your teammates.",Garv Agarwal,https://gist.github.com/SharkyBytes/47719252ecfc2ab5dfbef6a7ae39335e,https://summerofcode.withgoogle.com/programs/2025/projects/KFeDIJph
AOSSIE,https://www.aossie.org,End user applications,19,https://discord.gg/fuuWX4AbJt,,"python, javascript, flutter, Blockchain, Solidity","web, artificial intelligence, communication, mobile, blockchain","Enhancing Agora Blockchain: Privacy, Cross-Chain Voting, and Seamless User Onboarding",This project aims to significantly enhance the Agora Blockchain platform under AOSSIE by introducing essential improvements across three core areas:...,"This project aims to significantly enhance the Agora Blockchain platform under AOSSIE by introducing essential improvements across three core areas: privacy-focused smart contracts, cross-chain voting capabilities, and user-friendly onboarding. The proposed solution includes implementing private elections using zero-knowledge proofs, integrating Chainlink CCIP for cross-chain voting, and leveraging account abstraction to simplify the user experience. Deliverables include upgraded smart contracts, cross-chain support and a secure login system—all designed to make Agora a robust and accessible decentralized voting platform.",Hamad Hussain,https://gist.github.com/therealhamad/7eeefb732df30cf2f35fcfbc1c5b5dd0,https://summerofcode.withgoogle.com/programs/2025/projects/bJfCablS
AOSSIE,https://www.aossie.org,End user applications,19,https://discord.gg/fuuWX4AbJt,,"python, javascript, flutter, Blockchain, Solidity","web, artificial intelligence, communication, mobile, blockchain",VouchMe & TNT: Enhancing VouchMe Features and Revamping TNT (Trust Network Tokens),"My proposal aims to enhance VouchMe, a blockchain-based testimonial platform, and revamp the UI of TNT (Trust Network Tokens), an ERC721 token system...","My proposal aims to enhance VouchMe, a blockchain-based testimonial platform, and revamp the UI of TNT (Trust Network Tokens), an ERC721 token system for verifiable trust relationships, to create a robust decentralized trust ecosystem. For VouchMe, I will improve user experience and security by integrating user profiles with Decentralized Identity (DID), enabling direct testimonial sharing via Waku, adding one-click social media sharing, and implementing a burn function to allow users to remove testimonials. Additionally, I will integrate comprehensive smart contract tests to ensure security and reliability. For TNT, I will redesign the landing page and create user-friendly interfaces for creating, managing, and viewing TNTs, ensuring a clear and seamless experience. The deliverables include a fully functional VouchMe with these enhanced features: profiles, DID, Waku-based sharing, and shareable testimonial cards, along with a polished TNT UI for improved usability and accessibility.",Kanishk Sogani,https://gist.github.com/KanishkSogani/fbe57b546a57397c6be5f5a42651fcc8,https://summerofcode.withgoogle.com/programs/2025/projects/CGvkRXq7
AOSSIE,https://www.aossie.org,End user applications,19,https://discord.gg/fuuWX4AbJt,,"python, javascript, flutter, Blockchain, Solidity","web, artificial intelligence, communication, mobile, blockchain","Chainvoice: Enhancing Decentralized Invoicing with Privacy, Automation, and Multi-Token Support","Chainvoice is a decentralized invoicing platform that simplifies the crypto billing process by automating invoice creation, tracking, and payments...","Chainvoice is a decentralized invoicing platform that simplifies the crypto billing process by automating invoice creation, tracking, and payments on-chain. This project aims to enhance the system by introducing features such as multi-token payment support, batch invoice creation, privacy enhancements, and overdue invoice detection with reminder automation. These improvements will streamline the invoicing process for individuals and businesses, making Web3 financial workflows more user-friendly, secure, and efficient.",Karan Kumar Kumawat,https://gist.github.com/kumawatkaran523/f0a26e6cf1dae0cc7ba4d6ae5e10398a,https://summerofcode.withgoogle.com/programs/2025/projects/Ql9ssqex
AOSSIE,https://www.aossie.org,End user applications,19,https://discord.gg/fuuWX4AbJt,,"python, javascript, flutter, Blockchain, Solidity","web, artificial intelligence, communication, mobile, blockchain",Monumento,"My vision is to build Monumento, anopen-source, interactive platform for exploring and connecting around historical monuments. Users can contribute...","My vision is to build Monumento, anopen-source, interactive platform for exploring and connecting around
historical monuments. Users can contribute content, plan events, and engagethrough social features like feeds, profiles, and communities.  
I will enhance the user experience with personalized itineraries, dynamic
monument highlights ,more social features and full device responsiveness.
To expand Monumento’s reach, I will also develop a promotional landing pagethat highlights its unique features and value proposition, attracting a wider
audience of travelers, history enthusiasts, and cultural explorers.",Kareem Abdeen,https://github.com/kareemabdeen/GSoC-25-final-term-evaluation,https://summerofcode.withgoogle.com/programs/2025/projects/j1bMJnDJ
AOSSIE,https://www.aossie.org,End user applications,19,https://discord.gg/fuuWX4AbJt,,"python, javascript, flutter, Blockchain, Solidity","web, artificial intelligence, communication, mobile, blockchain",Devr.AI – Sustaining and scaling OSS via AI powered DevRel,Devr.AI is an AI-powered Developer Relations (DevRel) assistant designed to seamlessly integrate with open-source communities across platforms like...,"Devr.AI is an AI-powered Developer Relations (DevRel) assistant designed to
seamlessly integrate with open-source communities across platforms like Discord,
Slack, GitHub, and Discourse. It acts as a virtual DevRel advocate, helping maintainers
engage with contributors, onboard new developers, and provide real-time project
updates. By leveraging LLMs, knowledge retrieval, and workflow automation all aligned using an event driven system, enhances community engagement, simplifies
contributor onboarding, and ensures open-source projects remain active and
well-supported.",Kartik Bhatt,https://gist.github.com/smokeyScraper/ab019b4082e68c580fa7ad9ebb13a99b,https://summerofcode.withgoogle.com/programs/2025/projects/jHoseH8f
AOSSIE,https://www.aossie.org,End user applications,19,https://discord.gg/fuuWX4AbJt,,"python, javascript, flutter, Blockchain, Solidity","web, artificial intelligence, communication, mobile, blockchain",Resonate Version 3,"This project aims to enhance both user and contributor experiences for the Resonate App by implementing critical quality-of-life features, improving...","This project aims to enhance both user and contributor experiences for the Resonate App by implementing critical quality-of-life features, improving accessibility, and preparing it for public release.
To achieve this, the following deliverables are planned:
1. Make the app fully responsive by replacing fixed dimensions with LayoutBuilder and Flex widgets for a consistent UI across devices.
2. Stabilize the codebase and prioritize deployment of Resonate v1.0.0 to the Play Store and App Store.
3. Implement automated testing in Flutter targeting 90%+ code coverage to prevent regressions and ease PR reviews.
4. Set up CI/CD pipelines to automate deployment on updates to the main branch.
5. Complete the partially implemented Text Chat feature and add in-app notifications.
6. Add Internationalization (i18n) to support multiple languages.
7. Improve the Pair Chat experience by allowing users to select who to chat with from a list.
8. Expand the Search functionality to include Creators and Users, and introduce a ""Follow Creator"" feature.
9. Add a Friends System to enable one-on-one calls.
10. Introduce TTS and STT features in audio rooms for accessibility to non-verbal users.
11. Add Host Controls using the LiveKit API to allow moderation in rooms.
12. Enable creators to start Live Chapters, which will be recorded and uploaded automatically.
13. Replace current Appwrite search queries with Meilisearch to support scalable and advanced search capabilities.
14. Conclude the project with final testing, merging of features, and deployment of Resonate v2.0.0.
This project will ensure Resonate becomes production-ready while staying contributor-friendly and inclusive for all users.",M4dhav,https://github.com/M4dhav/Resonate/blob/bf02b22d4bf86d587b64431b9f163bb733320171/docs/gsoc/GSoC25_Madhav_Gupta_End-Term.md,https://summerofcode.withgoogle.com/programs/2025/projects/txbphR3y
AOSSIE,https://www.aossie.org,End user applications,19,https://discord.gg/fuuWX4AbJt,,"python, javascript, flutter, Blockchain, Solidity","web, artificial intelligence, communication, mobile, blockchain",NeuroTrack,Neurotrack is an intelligent platform designed to assist in the early detection and management of autism. The platform includes dedicated apps for...,"Neurotrack is an intelligent platform designed to assist in the early detection and management of autism. The platform includes dedicated apps for both patients and therapists. This proposal focuses on completing pending core features, integrating AI agents to automate therapist and patient activities, adding web support, implementing offline-first capabilities for better accessibility, and introducing neurodevelopmental games to enhance engagement and cognitive growth. Deliverables include fully functional AI workflows, responsive web versions, robust offline handling, and interactive game modules tailored for neurodevelopmental therapy.",Mohd Jasir Noor Khan,https://gist.github.com/khanjasir90/e1012c6a15abb6aa3d77b0bbbc1a9016,https://summerofcode.withgoogle.com/programs/2025/projects/VDJf3ukr
